OBJECTID,Geographic Identifier - FIPS Code,Area of Land (Square Meters),Area of Water (Square Meters),Name,State,County,Total Population,Total Population - Margin of Error,"White alone, Not Hispanic or Latino Population","White alone, Not Hispanic or Latino Population - Margin of Error","Black or African American alone, Not Hispanic or Latino Population","Black or African American alone, Not Hispanic or Latino Population - Margin of Error","American Indian and Alaska Native alone, Not Hispanic or Latino Population","American Indian and Alaska Native alone, Not Hispanic or Latino Population - Margin of Error","Asian alone, Not Hispanic or Latino Population","Asian alone, Not Hispanic or Latino Population - Margin of Error","Native Hawaiian and Other Pacific Islander alone, Not Hispanic or Latino Population","Native Hawaiian and Other Pacific Islander alone, Not Hispanic or Latino Population - Margin of Error","Some Other Race alone, Not Hispanic or Latino Population","Some Other Race alone, Not Hispanic or Latino Population - Margin of Error","Two or More Races, Not Hispanic or Latino Population","Two or More Races, Not Hispanic or Latino Population - Margin of Error",Hispanic or Latino Population,Hispanic or Latino Population - Margin of Error,"Percent of Population that is White alone, Non-Hispanic","Percent of Population that is White alone, Non-Hispanic - Margin of Error","Percent of Population that is Black or African American alone, Non-Hispanic","Percent of Population that is Black or African American alone, Non-Hispanic - Margin of Error","Percent of Population that is American Indian and Alaska Native alone, Non-Hispanic","Percent of Population that is American Indian and Alaska Native alone, Non-Hispanic - Margin of Error","Percent of Population that is Asian alone, Non-Hispanic","Percent of Population that is Asian alone, Non-Hispanic - Margin of Error","Percent of Population that is Native Hawaiian and Other Pacific Islander alone, Non-Hispanic","Percent of Population that is Native Hawaiian and Other Pacific Islander alone, Non-Hispanic - Margin of Error","Percent of Population that is Some Other Race alone, Non-Hispanic","Percent of Population that is Some Other Race alone, Non-Hispanic - Margin of Error","Percent of Population that is 2 or More Races, Non-Hispanic","Percent of Population that is 2 or More Races, Non-Hispanic - Margin of Error",Percent of Population that is Hispanic or Latino,Percent of Population that is Hispanic or Latino - Margin of Error,Shape_Length,Shape_Area
933,01133965503,132818111,14363839,Census Tract 9655.03,Alabama,Winston County,2566,412,2409,427,0,12,30,35,10,15,0,12,0,12,78,56,39,63,93.9,7.049475993,0,0.467653936,1.2,1.35101168,0.4,0.581208864,0,0.467653936,0,0.467653936,3,2.127109791,1.5,2.443025231,258839.2343,194621680.8
934,01133965900,260691391,384734,Census Tract 9659,Alabama,Winston County,2359,364,2319,353,0,12,0,12,0,12,0,12,0,12,18,25,22,37,98.3,21.30745302,0,0.508690123,0,0.508690123,0,0.508690123,0,0.508690123,0,0.508690123,0.8,1.053210539,0.9,1.561845914,87403.91901,381367967.9
935,01001020501,6203654,0,Census Tract 205.01,Alabama,Autauga County,4306,662,3517,638,658,341,0,12,80,85,0,12,0,12,15,24,36,64,81.7,7.864735683,15.3,7.562691903,0,0.27868091,1.9,1.95321597,0,0.27868091,0,0.27868091,0.3,0.554782882,0.8,1.480730138,13543.7881,8736307.667
936,01001020502,2097390,379,Census Tract 205.02,Alabama,Autauga County,3100,531,2157,517,232,94,0,12,278,212,0,12,32,124,32,221,369,217,69.6,11.66558549,7.5,2.747959924,0,0.387096774,9,6.663961699,0,0.387096774,1,3.99609011,1,7.126839208,11.9,6.696480916,8984.946045,2955407.019
937,01001020503,3107823,43155,Census Tract 205.03,Alabama,Autauga County,3268,483,2397,442,659,279,0,12,18,31,0,12,0,12,194,246,0,12,73.3,8.087689286,20.2,8.000218632,0,0.367197062,0.6,0.945092933,0,0.367197062,0,0.367197062,5.9,7.476233676,0,0.367197062,10109.31859,4440045.123
938,01001020803,129030127,584928,Census Tract 208.03,Alabama,Autauga County,4350,684,3113,567,965,478,0,12,94,150,0,12,0,12,29,46,149,195,71.6,6.578335825,22.2,10.4201498,0,0.275862069,2.2,3.431494123,0,0.275862069,0,0.275862069,0.7,1.052262635,3.4,4.450285184,61631.54315,182880488.1
939,01001020804,26378238,5263,Census Tract 208.04,Alabama,Autauga County,4560,576,3717,389,474,404,0,12,43,68,0,12,30,47,87,112,209,203,81.5,13.37118927,10.4,8.76181275,0,0.263157895,0.9,1.48646329,0,0.263157895,0.7,1.027346136,1.9,2.444288395,4.6,4.413948013,28606.53512,37203715.45
940,01001020805,35437301,50638,Census Tract 208.05,Alabama,Autauga County,2305,463,2048,455,246,218,0,12,11,20,0,12,0,12,0,12,0,12,88.9,8.434129428,10.7,9.211538167,0,0.520607375,0.5,0.862367598,0,0.520607375,0,0.520607375,0,0.520607375,0,0.520607375,33344.76418,50093640.62
941,01001020901,105252240,271716,Census Tract 209.01,Alabama,Autauga County,3661,557,2914,486,648,456,0,12,0,12,0,12,0,12,0,12,99,147,79.6,5.43823369,17.7,12.16101308,0,0.327779295,0,0.327779295,0,0.327779295,0,0.327779295,0,0.327779295,2.7,3.994162514,53040.15904,149281250.4
942,01001020902,187504577,244436,Census Tract 209.02,Alabama,Autauga County,2586,411,2104,406,185,166,77,105,0,12,0,12,0,12,204,160,16,28,81.4,8.9038216,7.2,6.317683832,3,4.03265269,0,0.464037123,0,0.464037123,0,0.464037123,7.9,6.058799478,0.6,1.078278748,73122.15889,265502871.7
943,01003010706,13440685,2433,Census Tract 107.06,Alabama,Baldwin County,3545,467,2844,450,363,300,0,12,132,172,0,12,0,12,115,122,91,130,80.2,7.031533718,10.2,8.354422145,0,0.338504937,3.7,4.827044815,0,0.338504937,0,0.338504937,3.2,3.414830497,2.6,3.651511788,19927.52689,18232780.28
944,01003010707,95951144,53926360,Census Tract 107.07,Alabama,Baldwin County,5391,575,4082,545,458,453,22,35,53,60,0,17,0,17,554,538,222,215,75.7,6.080893952,8.5,8.353893431,0.4,0.647769489,1,1.108015371,0,0.315340382,0,0.315340382,10.3,9.919221528,4.1,3.963868512,513090.6399,130700760.5
945,01003010708,81509929,457400,Census Tract 107.08,Alabama,Baldwin County,10247,2069,8023,1830,930,317,0,19,184,146,0,19,0,19,430,443,680,541,78.3,8.307586243,9.1,2.492416539,0,0.185420123,1.8,1.377905286,0,0.185420123,0,0.185420123,4.2,4.239373749,6.6,5.106735923,65675.70999,110676388.4
946,01003010709,62598355,202372,Census Tract 107.09,Alabama,Baldwin County,11493,2115,10080,2048,918,605,0,19,0,19,0,19,109,146,23,39,363,259,87.7,7.552206103,8,5.054689132,0,0.16531802,0,0.16531802,0,0.16531802,0.9,1.258292138,0.2,0.337332672,3.2,2.177300223,46154.01989,85011970.06
947,01003010710,13820240,26216754,Census Tract 107.10,Alabama,Baldwin County,5428,743,4151,698,789,322,0,17,0,17,0,17,0,17,83,106,405,273,76.5,7.468746539,14.5,5.588573843,0,0.313190862,0,0.313190862,0,0.313190862,0,0.313190862,1.5,1.941587695,7.5,4.924685884,48505.29128,18759965.91
948,01003010711,3550778,36448,Census Tract 107.11,Alabama,Baldwin County,4026,676,2978,566,559,377,0,12,32,39,0,12,0,12,323,270,134,201,74,6.586863249,13.9,9.069272811,0,0.298062593,0.8,0.959465957,0,0.298062593,0,0.298062593,8,6.569719865,3.3,4.961170633,10406.26116,4861653.448
949,01003010907,40172213,132419,Census Tract 109.07,Alabama,Baldwin County,4117,1593,3720,1574,54,80,11,24,0,12,0,12,0,12,93,95,239,172,90.4,15.46994241,1.3,1.875715942,0.3,0.573708391,0,0.291474375,0,0.291474375,0,0.291474375,2.3,2.135559777,5.8,3.522571694,35286.2297,54433572.25
950,01003010908,30950201,48766,Census Tract 109.08,Alabama,Baldwin County,4409,604,4040,645,95,99,0,12,0,12,0,12,0,12,17,20,257,258,91.6,7.512760724,2.2,2.225921057,0,0.27217056,0,0.27217056,0,0.27217056,0,0.27217056,0.4,0.450531776,5.8,5.796926864,32214.8505,41929982.64
951,01003011103,15713127,9730,Census Tract 111.03,Alabama,Baldwin County,4263,834,3399,864,205,231,15,24,239,299,0,12,0,12,0,12,405,322,79.7,12.94027983,4.8,5.336426343,0.4,0.558759465,5.6,6.927550014,0,0.281491907,0,0.281491907,0,0.281491907,9.5,7.321125282,21022.56775,21262681.03
952,01003011104,17898205,16863,Census Tract 111.04,Alabama,Baldwin County,7559,985,6298,1098,320,224,0,17,36,48,0,17,0,17,79,98,826,516,83.3,9.649985242,4.2,2.911556858,0,0.224897473,0.5,0.631964768,0,0.224897473,0,0.224897473,1,1.289295122,10.9,6.676136743,23189.80063,24216306
953,01003011409,53692954,476227,Census Tract 114.09,Alabama,Baldwin County,5052,1315,4410,1307,425,409,53,100,3,6,0,17,0,17,56,85,105,184,87.3,12.37083342,8.4,7.794047464,1,1.960487848,0.1,0.117754724,0,0.336500396,0,0.336500396,1.1,1.657578003,2.1,3.601719472,45028.38039,72581967.81
954,01003011410,111060271,11551936,Census Tract 114.10,Alabama,Baldwin County,7442,1437,6479,1445,342,396,0,17,49,74,0,17,13,23,355,245,204,161,87.1,9.716681218,4.6,5.246638789,0,0.228433217,0.7,0.986195026,0,0.228433217,0.2,0.307210532,4.8,3.160644044,2.7,2.097646407,105149.2099,149977054.8
955,01003011411,41208923,6536366,Census Tract 114.11,Alabama,Baldwin County,4043,888,3971,880,0,12,0,12,34,83,0,12,0,12,0,12,38,68,98.2,2.894163429,0,0.2968093,0,0.2968093,0.8,2.044604807,0,0.2968093,0,0.2968093,0,0.2968093,0.9,1.66920227,65597.40152,55672537.28
956,01003011412,22775582,2342127,Census Tract 114.12,Alabama,Baldwin County,3004,495,2849,421,0,12,0,12,0,12,0,12,0,12,0,12,155,176,94.8,20.99138889,0,0.399467377,0,0.399467377,0,0.399467377,0,0.399467377,0,0.399467377,0,0.399467377,5.2,5.796834237,48448.26371,30715191.69
957,01003011413,21220858,340400,Census Tract 114.13,Alabama,Baldwin County,3702,733,3080,620,41,68,397,481,150,91,0,12,0,12,0,12,34,43,83.2,3.019007525,1.1,1.82370834,10.7,12.81830054,4.1,2.323524068,0,0.324149109,0,0.324149109,0,0.324149109,0.9,1.147210972,29732.74357,28646586.3
958,01003011414,7717710,7820495,Census Tract 114.14,Alabama,Baldwin County,2830,409,2724,419,6,14,0,12,68,92,0,12,0,12,32,47,0,12,96.3,5.068745704,0.2,0.49374981,0,0.424028269,2.4,3.232282595,0,0.424028269,0,0.424028269,1.1,1.652717767,0,0.424028269,37985.26269,10414361.5
959,01003011415,7776188,12607434,Census Tract 114.15,Alabama,Baldwin County,1716,360,1683,350,0,12,0,12,3,7,0,12,8,13,22,33,0,12,98.1,28.97174947,0,0.699300699,0,0.699300699,0.2,0.406273264,0,0.699300699,0.5,0.751235881,1.3,1.904175517,0,0.699300699,72388.21597,10497541.63
960,01003011416,13478257,16044142,Census Tract 114.16,Alabama,Baldwin County,1474,384,1434,385,0,12,0,12,15,24,0,12,0,12,0,12,25,26,97.3,6.314630626,0,0.814111262,0,0.814111262,1,1.606494575,0,0.814111262,0,0.814111262,0,0.814111262,1.7,1.707670286,92205.53241,18400402.66
961,01003011417,16258441,841715,Census Tract 114.17,Alabama,Baldwin County,1880,440,1865,443,0,12,0,12,0,12,0,12,0,12,0,12,15,23,99.2,4.025031007,0,0.638297872,0,0.638297872,0,0.638297872,0,0.638297872,0,0.638297872,0,0.638297872,0.8,1.209068901,22304.96446,21961911.08
962,01003011418,17921735,8050501,Census Tract 114.18,Alabama,Baldwin County,1346,318,1346,318,0,12,0,12,0,12,0,12,0,12,0,12,0,12,100,33.41158342,0,0.891530461,0,0.891530461,0,0.891530461,0,0.891530461,0,0.891530461,0,0.891530461,0,0.891530461,61822.04491,24844405.73
963,01003011419,47692956,30702849,Census Tract 114.19,Alabama,Baldwin County,4730,532,4289,537,0,12,0,12,57,77,0,12,13,20,24,34,347,280,90.7,4.987818921,0,0.253699789,0,0.253699789,1.2,1.6222547,0,0.253699789,0.3,0.421701498,0.5,0.716547042,7.3,5.861873989,169705.2828,65013965.45
964,01003011503,24911318,28601,Census Tract 115.03,Alabama,Baldwin County,8151,1055,6455,964,762,498,0,17,115,142,0,17,0,17,164,204,655,455,79.2,5.899873231,9.3,5.988663067,0,0.208563366,1.4,1.732520267,0,0.208563366,0,0.208563366,2,2.489174757,8,5.484383542,24449.92544,33621277.37
965,01003011504,26999772,417724,Census Tract 115.04,Alabama,Baldwin County,6014,1178,4955,1081,302,293,0,17,0,17,0,17,0,17,157,201,600,464,82.4,7.914597701,5,4.771639912,0,0.282673761,0,0.282673761,0,0.282673761,0,0.282673761,2.6,3.302852168,10,7.463740425,31878.92146,36708355.48
966,01003011603,55750702,29184049,Census Tract 116.03,Alabama,Baldwin County,3635,925,3552,927,0,12,0,12,28,41,0,12,0,12,0,12,55,85,97.7,5.660165557,0,0.330123796,0,0.330123796,0.8,1.110760127,0,0.330123796,0,0.330123796,0,0.330123796,1.5,2.30645999,66568.81677,75688967.26
967,01003011604,25735587,6107774,Census Tract 116.04,Alabama,Baldwin County,2556,340,2509,329,0,12,0,12,0,12,0,12,34,56,0,12,13,15,98.2,18.33511981,0,0.469483568,0,0.469483568,0,0.469483568,0,0.469483568,1.3,2.183766417,0,0.469483568,0.5,0.58294163,52659.763,34881559.42
968,01007010005,63483743,521896,Census Tract 100.05,Alabama,Bibb County,4272,613,3812,582,196,112,0,12,0,12,0,12,0,12,20,22,244,150,89.2,4.653601052,4.6,2.537717777,0,0.280898876,0,0.280898876,0,0.280898876,0,0.280898876,0.5,0.510580855,5.7,3.414246257,52199.48818,91610663.24
969,01007010006,117154853,920975,Census Tract 100.06,Alabama,Bibb County,1280,285,1099,156,116,192,0,12,0,12,0,12,0,12,49,60,16,21,85.9,22.67156105,9.1,14.86366016,0,0.9375,0,0.9375,0,0.9375,0,0.9375,3.8,4.609354138,1.3,1.616845136,66818.51499,168285650.9
970,01007010007,390852616,1601300,Census Tract 100.07,Alabama,Bibb County,2373,469,2120,453,253,225,0,12,0,12,0,12,0,12,0,12,0,12,89.3,7.25634741,10.7,9.244561202,0,0.505689001,0,0.505689001,0,0.505689001,0,0.505689001,0,0.505689001,0,0.505689001,142044.6476,557182456.5
971,01007010008,300817002,2534987,Census Tract 100.08,Alabama,Bibb County,2338,432,2077,427,259,244,2,17,0,12,0,12,0,12,0,12,0,12,88.8,8.007134712,11.1,10.2335712,0.1,0.726945377,0,0.513259196,0,0.513259196,0,0.513259196,0,0.513259196,0,0.513259196,237344.3969,429753617.5
972,01007010009,66539142,1426778,Census Tract 100.09,Alabama,Bibb County,4587,516,1543,353,2852,462,10,19,0,12,0,12,0,12,12,19,170,110,33.6,6.701051364,62.2,7.247369069,0.2,0.413487458,0,0.261608895,0,0.261608895,0,0.261608895,0.3,0.413167338,3.7,2.361563473,69993.81094,95406921.34
973,01007010010,54082646,316412,Census Tract 100.10,Alabama,Bibb County,3233,533,2585,520,523,319,0,12,56,81,0,12,0,12,4,8,65,54,80,9.216190084,16.2,9.499732307,0,0.371172286,1.7,2.489085577,0,0.371172286,0,0.371172286,0.1,0.246606065,2,1.637056748,48870.04043,77122752.52
974,01007010011,386803398,472371,Census Tract 100.11,Alabama,Bibb County,2297,580,1548,437,645,406,0,12,0,12,0,12,0,12,0,12,104,110,67.4,8.507252762,28.1,16.19077189,0,0.522420549,0,0.522420549,0,0.522420549,0,0.522420549,0,0.522420549,4.5,4.650389571,116908.311,551520457.7
975,01009050103,101604725,5974506,Census Tract 501.03,Alabama,Blount County,1707,341,1178,285,0,12,0,12,0,12,0,12,0,12,104,85,425,273,69,9.418394442,0,0.702987698,0,0.702987698,0,0.702987698,0,0.702987698,0,0.702987698,6.1,4.828466426,24.9,15.19992697,58176.2276,156389215.9
976,01009050104,76806470,263498,Census Tract 501.04,Alabama,Blount County,2403,688,2325,691,0,12,0,12,0,12,0,12,0,12,0,12,78,108,96.8,7.714689897,0,0.49937578,0,0.49937578,0,0.49937578,0,0.49937578,0,0.49937578,0,0.49937578,3.2,4.397248398,73012.36945,112227660.1
977,01009050105,108019694,753399,Census Tract 501.05,Alabama,Blount County,4787,551,3815,425,297,149,0,12,59,79,0,12,0,12,61,51,555,199,79.7,12.765956,6.2,3.029565454,0,0.250678922,1.2,1.644193984,0,0.250678922,0,0.250678922,1.3,1.055240582,11.6,3.937071458,79863.9669,158555247.1
978,01009050106,20017514,0,Census Tract 501.06,Alabama,Blount County,3159,467,2106,474,93,66,0,12,0,12,0,12,179,225,30,47,751,387,66.7,11.31427352,2.9,2.043436982,0,0.379867047,0,0.379867047,0,0.379867047,5.7,7.073077415,0.9,1.481174106,23.8,11.73578206,26405.15555,29147644.71
979,01009050107,93571457,1522662,Census Tract 501.07,Alabama,Blount County,2522,286,2201,342,8,9,0,12,0,12,0,12,0,12,31,48,282,298,87.3,9.270626294,0.3,0.355041979,0,0.475812847,0,0.475812847,0,0.475812847,0,0.475812847,1.2,1.898140074,11.2,11.74778445,58991.38746,138346206.7
980,01009050301,87317404,314344,Census Tract 503.01,Alabama,Blount County,2795,448,2548,414,0,12,0,12,14,23,0,12,0,12,3,7,230,150,91.2,2.426024591,0,0.429338104,0,0.429338104,0.5,0.818972071,0,0.429338104,0,0.429338104,0.1,0.249855613,8.2,5.202115986,78420.32323,128144040.4
981,01009050302,102580590,180469,Census Tract 503.02,Alabama,Blount County,2510,487,1980,461,0,12,0,12,0,12,0,12,0,12,9,13,521,369,78.9,10.15244371,0,0.478087649,0,0.478087649,0,0.478087649,0,0.478087649,0,0.478087649,0.4,0.513234528,20.8,14.13879778,50603.11896,150063589.2
982,01009050501,136864363,919143,Census Tract 505.01,Alabama,Blount County,4011,399,3402,416,29,30,0,12,10,19,0,12,0,12,113,102,457,293,84.8,6.031588642,0.7,0.744477065,0,0.299177263,0.2,0.473047648,0,0.299177263,0,0.299177263,2.8,2.527517167,11.4,7.216448783,95406.68555,200985476.3
983,01009050502,112354107,576209,Census Tract 505.02,Alabama,Blount County,3337,643,2934,591,8,18,6,10,0,12,0,12,0,12,153,114,236,217,87.9,5.161302244,0.2,0.537424992,0.2,0.297660879,0,0.359604435,0,0.359604435,0,0.359604435,4.6,3.30002994,7.1,6.3584572,81646.93949,164265220.9
984,01009050603,55098966,669882,Census Tract 506.03,Alabama,Blount County,4083,696,3939,679,0,12,0,12,0,12,0,12,0,12,66,61,78,94,96.5,2.47250805,0,0.293901543,0,0.293901543,0,0.293901543,0,0.293901543,0,0.293901543,1.6,1.468369447,1.9,2.279081447,61356.29877,81113299.33
985,01009050604,126994789,537537,Census Tract 506.04,Alabama,Blount County,5820,602,5527,593,173,131,0,17,66,69,28,48,0,17,13,17,13,20,95,2.706715618,3,2.229760432,0,0.29209622,1.1,1.179750004,0.5,0.823239594,0,0.29209622,0.2,0.291181027,0.2,0.342865037,74128.42203,185098109.5
